_id,key,red3_team,red2_team,red1_team,blue3_team,blue2_team,blue1_team,red3_epa,red2_epa,red1_epa,blue3_epa,blue2_epa,blue1_epa,red3_total_points,red2_total_points,red1_total_points,blue3_total_points,blue2_total_points,blue1_total_points,red3_auto_points,red2_auto_points,red1_auto_points,blue3_auto_points,blue2_auto_points,blue1_auto_points,red3_teleop_points,red2_teleop_points,red1_teleop_points,blue3_teleop_points,blue2_teleop_points,blue1_teleop_points,red3_endgame_points,red2_endgame_points,red1_endgame_points,blue3_endgame_points,blue2_endgame_points,blue1_endgame_points,red3_rank,red2_rank,red1_rank,blue3_rank,blue2_rank,blue1_rank,red3_winrate,red2_winrate,red1_winrate,blue3_winrate,blue2_winrate,blue1_winrate,blue_score,red_score
67da17023136e1e6940cb387,2025mxmo_qm68,2283,5887,10225,2283,5887,10225,1585,1464,1429,1585,1464,1429,33.45,16.99,13.06,33.45,16.99,13.06,6.2,3.76,2.75,6.2,3.76,2.75,23.08,11.21,8.85,23.08,11.21,8.85,4.17,2.01,1.47,4.17,2.01,1.47,620,2423,3007,620,2423,3007,0.5333,0.52,0.35,0.5333,0.52,0.35,81,57
67da17023136e1e6940cb388,2025mxmo_qm69,5932,9053,4584,5932,9053,4584,1376,1334,1487,1376,1334,1487,7.54,3.42,19.74,7.54,3.42,19.74,3.22,2.5,3,3.22,2.5,3,3.38,-0.06,14.98,3.38,-0.06,14.98,0.94,0.98,1.76,0.94,0.98,1.76,3554,3685,1869,3554,3685,1869,0.35,0.4,0.5,0.35,0.4,0.5,13,75
67da17023136e1e6940cb389,2025mxmo_qm7,7102,5887,7421,7102,5887,7421,1572,1464,1559,1572,1464,1559,31.53,16.99,29.72,31.53,16.99,29.72,4.13,3.76,5.62,4.13,3.76,5.62,25.89,11.21,22.6,25.89,11.21,22.6,1.52,2.01,1.51,1.52,2.01,1.51,719,2423,829,719,2423,829,0.5556,0.52,0.6538,0.5556,0.52,0.6538,84,55
67da17023136e1e6940cb38a,2025mxmo_qm70,9065,6652,3527,9065,6652,3527,1347,1384,1449,1347,1384,1449,4.66,8.39,15.34,4.66,8.39,15.34,3.08,0.8,3.3,3.08,0.8,3.3,0.16,7.09,11.08,0.16,7.09,11.08,1.43,0.5,0.96,1.43,0.5,0.96,3665,3506,2669,3665,3506,2669,0.1,0.2,0.4,0.1,0.2,0.4,26,72
67da17023136e1e6940cb38b,2025mxmo_qm71,4371,7725,4635,4371,7725,4635,1391,1371,1700,1391,1371,1700,9.05,7.03,51.02,9.05,7.03,51.02,2.6,4.81,11.88,2.6,4.81,11.88,5.94,3.41,29.92,5.94,3.41,29.92,0.5,-1.18,9.21,0.5,-1.18,9.21,3452,3573,154,3452,3573,154,0.2,0.3333,0.8387,0.2,0.3333,0.8387,73,74
67da17023136e1e6940cb38c,2025mxmo_qm72,10580,3472,3794,10580,3472,3794,1369,1524,1399,1369,1524,1399,6.85,24.73,9.9,6.85,24.73,9.9,2.28,5.61,2.45,2.28,5.61,2.45,3.41,16.9,5.65,3.41,16.9,5.65,1.16,2.23,1.8,1.16,2.23,1.8,3584,1266,3387,3584,1266,3387,0.5455,0.4815,0.25,0.5455,0.4815,0.25,33,69
67da17023136e1e6940cb38d,2025mxmo_qm8,8741,10529,6652,8741,10529,6652,1403,1410,1384,1403,1410,1384,10.38,11.07,8.39,10.38,11.07,8.39,2.04,1.34,0.8,2.04,1.34,0.8,5.73,7.9,7.09,5.73,7.9,7.09,2.61,1.83,0.5,2.61,1.83,0.5,3339,3259,3506,3339,3259,3506,0.35,0.35,0.2,0.35,0.35,0.2,10,105
67da17023136e1e6940cb38e,2025mxmo_qm9,3158,4584,5959,3158,4584,5959,1580,1487,1525,1580,1487,1525,32.77,19.74,24.83,32.77,19.74,24.83,4.68,3,3.92,4.68,3,3.92,26.99,14.98,18.06,26.99,14.98,18.06,1.1,1.76,2.85,1.1,1.76,2.85,645,1869,1252,645,1869,1252,0.5,0.5,0.4286,0.5,0.5,0.4286,87,58
67da17023136e1e6940cb38f,2025mxmo_sf10m1,4584,8290,3158,4584,8290,3158,1487,1467,1580,1487,1467,1580,19.74,17.42,32.77,19.74,17.42,32.77,3,3.5,4.68,3,3.5,4.68,14.98,11.19,26.99,14.98,11.19,26.99,1.76,2.74,1.1,1.76,2.74,1.1,1869,2353,645,1869,2353,645,0.5,0.6154,0.5,0.5,0.6154,0.5,146,151
67da17023136e1e6940cb390,2025mxmo_sf11m1,6106,6647,3522,6106,6647,3522,1528,1623,1513,1528,1623,1513,25.31,39.07,23.24,25.31,39.07,23.24,3.78,3.52,2.66,3.78,3.52,2.66,20.39,34.94,19.52,20.39,34.94,19.52,1.13,0.62,1.06,1.13,0.62,1.06,1205,396,1418,1205,396,1418,0.5577,0.625,0.4286,0.5577,0.625,0.4286,68,107
67da17023136e1e6940cb391,2025mxmo_sf12m1,3933,5959,3526,3933,5959,3526,1517,1525,1495,1517,1525,1495,23.72,24.83,20.87,23.72,24.83,20.87,3.71,3.92,4.22,3.71,3.92,4.22,19.04,18.06,14.88,19.04,18.06,14.88,0.97,2.85,1.77,0.97,2.85,1.77,1358,1252,1714,1358,1252,1714,0.4138,0.4286,0.6429,0.4138,0.4286,0.6429,93,148
67da17023136e1e6940cb392,2025mxmo_sf13m1,6348,4731,6017,6348,4731,6017,1610,1555,1568,1610,1555,1568,37.17,29.16,31.07,37.17,29.16,31.07,4.67,3.61,5.63,4.67,3.61,5.63,31.13,25.61,17.97,31.13,25.61,17.97,1.37,-0.05,7.47,1.37,-0.05,7.47,462,865,750,462,865,750,0.6613,0.4853,0.5781,0.6613,0.4853,0.5781,136,93
67da17023136e1e6940cb393,2025mxmo_sf1m1,6170,7102,2283,6170,7102,2283,1480,1572,1585,1480,1572,1585,18.89,31.53,33.45,18.89,31.53,33.45,3.44,4.13,6.2,3.44,4.13,6.2,14.17,25.89,23.08,14.17,25.89,23.08,1.28,1.52,4.17,1.28,1.52,4.17,1990,719,620,1990,719,620,0.5417,0.5556,0.5333,0.5417,0.5556,0.5333,87,133
67da17023136e1e6940cb394,2025mxmo_sf2m1,7421,3480,4010,7421,3480,4010,1559,1537,1413,1559,1537,1413,29.72,26.48,11.4,29.72,26.48,11.4,5.62,4.81,4.4,5.62,4.81,4.4,22.6,20.05,5.98,22.6,20.05,5.98,1.51,1.62,1.01,1.51,1.62,1.01,829,1090,3224,829,1090,3224,0.6538,0.463,0.5385,0.6538,0.463,0.5385,52,52
67da17023136e1e6940cb395,2025mxmo_sf3m1,3472,5705,7546,3472,5705,7546,1524,1450,1475,1524,1450,1475,24.73,15.41,18.32,24.73,15.41,18.32,5.61,3.11,2.43,5.61,3.11,2.43,16.9,10,13.93,16.9,10,13.93,2.23,2.3,1.96,2.23,2.3,1.96,1266,2662,2084,1266,2662,2084,0.4815,0.5455,0.5833,0.4815,0.5455,0.5833,80,126
67da17023136e1e6940cb396,2025mxmo_sf4m1,3933,5959,3526,3933,5959,3526,1517,1525,1495,1517,1525,1495,23.72,24.83,20.87,23.72,24.83,20.87,3.71,3.92,4.22,3.71,3.92,4.22,19.04,18.06,14.88,19.04,18.06,14.88,0.97,2.85,1.77,0.97,2.85,1.77,1358,1252,1714,1358,1252,1714,0.4138,0.4286,0.6429,0.4138,0.4286,0.6429,110,119
67da17023136e1e6940cb397,2025mxmo_sf5m1,4584,8290,3158,4584,8290,3158,1487,1467,1580,1487,1467,1580,19.74,17.42,32.77,19.74,17.42,32.77,3,3.5,4.68,3,3.5,4.68,14.98,11.19,26.99,14.98,11.19,26.99,1.76,2.74,1.1,1.76,2.74,1.1,1869,2353,645,1869,2353,645,0.5,0.6154,0.5,0.5,0.6154,0.5,93,87
67da17023136e1e6940cb398,2025mxmo_sf6m1,3933,5959,3526,3933,5959,3526,1517,1525,1495,1517,1525,1495,23.72,24.83,20.87,23.72,24.83,20.87,3.71,3.92,4.22,3.71,3.92,4.22,19.04,18.06,14.88,19.04,18.06,14.88,0.97,2.85,1.77,0.97,2.85,1.77,1358,1252,1714,1358,1252,1714,0.4138,0.4286,0.6429,0.4138,0.4286,0.6429,66,65
67da17023136e1e6940cb399,2025mxmo_sf7m1,7421,3480,4010,7421,3480,4010,1559,1537,1413,1559,1537,1413,29.72,26.48,11.4,29.72,26.48,11.4,5.62,4.81,4.4,5.62,4.81,4.4,22.6,20.05,5.98,22.6,20.05,5.98,1.51,1.62,1.01,1.51,1.62,1.01,829,1090,3224,829,1090,3224,0.6538,0.463,0.5385,0.6538,0.463,0.5385,83,114
67da17023136e1e6940cb39a,2025mxmo_sf8m1,6106,6647,3522,6106,6647,3522,1528,1623,1513,1528,1623,1513,25.31,39.07,23.24,25.31,39.07,23.24,3.78,3.52,2.66,3.78,3.52,2.66,20.39,34.94,19.52,20.39,34.94,19.52,1.13,0.62,1.06,1.13,0.62,1.06,1205,396,1418,1205,396,1418,0.5577,0.625,0.4286,0.5577,0.625,0.4286,93,69
67da17023136e1e6940cb39b,2025mxmo_sf9m1,3933,5959,3526,3933,5959,3526,1517,1525,1495,1517,1525,1495,23.72,24.83,20.87,23.72,24.83,20.87,3.71,3.92,4.22,3.71,3.92,4.22,19.04,18.06,14.88,19.04,18.06,14.88,0.97,2.85,1.77,0.97,2.85,1.77,1358,1252,1714,1358,1252,1714,0.4138,0.4286,0.6429,0.4138,0.4286,0.6429,115,82
67da17023136e1e6940cb39c,2025alhu_f1m1,10011,4020,2338,10011,4020,2338,1500,1800,1782,1500,1800,1782,21.48,65.62,62.93,21.48,65.62,62.93,5.4,18.44,21.53,5.4,18.44,21.53,14.23,38.94,31.73,14.23,38.94,31.73,1.85,8.24,9.67,1.85,8.24,9.67,1634,38,57,1634,38,57,0.5882,0.8235,0.9412,0.5882,0.8235,0.9412,143,124
67da17023136e1e6940cb39d,2025alhu_f1m2,10011,4020,2338,10011,4020,2338,1500,1800,1782,1500,1800,1782,21.48,65.62,62.93,21.48,65.62,62.93,5.4,18.44,21.53,5.4,18.44,21.53,14.23,38.94,31.73,14.23,38.94,31.73,1.85,8.24,9.67,1.85,8.24,9.67,1634,38,57,1634,38,57,0.5882,0.8235,0.9412,0.5882,0.8235,0.9412,149,144
67da17023136e1e6940cb39e,2025alhu_qm1,9410,6107,2973,9410,6107,2973,1536,1428,1455,1536,1428,1455,26.33,13.02,15.92,26.33,13.02,15.92,7.22,5.76,2.35,7.22,5.76,2.35,13.64,4.81,11.85,13.64,4.81,11.85,5.47,2.44,1.72,5.47,2.44,1.72,1108,3013,2590,1108,3013,2590,0.5455,0.3333,0.3636,0.5455,0.3333,0.3636,37,129
67da17023136e1e6940cb39f,2025alhu_qm10,4020,3843,3138,4020,3843,3138,1800,1415,1417,1800,1415,1417,65.62,11.61,11.81,65.62,11.61,11.81,18.44,1.44,3.11,18.44,1.44,3.11,38.94,6.72,7.55,38.94,6.72,7.55,8.24,3.45,1.14,8.24,3.45,1.14,38,3198,3169,38,3198,3169,0.8235,0.3636,0.4545,0.8235,0.3636,0.4545,97,118
67da17023136e1e6940cb3a0,2025alhu_qm11,4028,8772,7428,4028,8772,7428,1779,1474,1612,1779,1474,1612,62.48,18.16,37.56,62.48,18.16,37.56,17.26,4.32,7.94,17.26,4.32,7.94,38.38,10.82,23.76,38.38,10.82,23.76,6.83,3.02,5.85,6.83,3.02,5.85,60,2102,445,60,2102,445,0.8125,0.4545,0.6875,0.8125,0.4545,0.6875,126,67
67da17023136e1e6940cb3a1,2025alhu_qm12,144,432,4265,144,432,4265,1574,1435,1545,1574,1435,1545,31.94,13.71,27.72,31.94,13.71,27.72,4.44,1.47,6.74,4.44,1.47,6.74,20.08,8.76,19.34,20.08,8.76,19.34,7.42,3.48,1.64,7.42,3.48,1.64,692,2926,974,692,2926,974,0.5,0.4091,0.375,0.5,0.4091,0.375,50,72
67da17023136e1e6940cb3a2,2025alhu_qm13,3959,3966,5125,3959,3966,5125,1508,1566,1459,1508,1566,1459,22.51,30.65,16.38,22.51,30.65,16.38,3.23,9.14,3.9,3.23,9.14,3.9,16.77,19.3,11.21,16.77,19.3,11.21,2.51,2.21,1.28,2.51,2.21,1.28,1509,774,2518,1509,774,2518,0.2857,0.5385,0.5455,0.2857,0.5385,0.5455,61,38
67da17023136e1e6940cb3a3,2025alhu_qm14,5005,4601,744,5005,4601,744,1442,1427,1426,1442,1427,1426,14.52,12.82,12.71,14.52,12.82,12.71,3.75,2.33,4.1,3.75,2.33,4.1,6.65,8.23,5.29,6.65,8.23,5.29,4.12,2.26,3.31,4.12,2.26,3.31,2799,3033,3043,2799,3033,3043,0.3636,0.3636,0.4,0.3636,0.3636,0.4,34,76
67da17023136e1e6940cb3a4,2025alhu_qm15,9097,34,1038,9097,34,1038,1402,1461,1532,1402,1461,1532,10.18,16.67,25.79,10.18,16.67,25.79,2.85,2.19,6.29,2.85,2.19,6.29,5.51,10.52,17.01,5.51,10.52,17.01,1.82,3.95,2.49,1.82,3.95,2.49,3365,2480,1159,3365,2480,1159,0.3182,0.6364,0.6154,0.3182,0.6364,0.6154,55,71
67da17023136e1e6940cb3a5,2025alhu_qm16,3138,10011,7428,3138,10011,7428,1417,1500,1612,1417,1500,1612,11.81,21.48,37.56,11.81,21.48,37.56,3.11,5.4,7.94,3.11,5.4,7.94,7.55,14.23,23.76,7.55,14.23,23.76,1.14,1.85,5.85,1.14,1.85,5.85,3169,1634,445,3169,1634,445,0.4545,0.5882,0.6875,0.4545,0.5882,0.6875,56,54
67da17023136e1e6940cb3a6,2025alhu_qm17,4265,325,2190,4265,325,2190,1545,1661,1447,1545,1661,1447,27.72,45.1,15.05,27.72,45.1,15.05,6.74,7.42,2.04,6.74,7.42,2.04,19.34,32.77,8.94,19.34,32.77,8.94,1.64,4.92,4.07,1.64,4.92,4.07,974,245,2714,974,245,2714,0.375,0.5333,0.2727,0.375,0.5333,0.2727,84,123
67da17023136e1e6940cb3a7,2025alhu_qm18,432,3814,6517,432,3814,6517,1435,1388,1571,1435,1388,1571,13.71,8.75,31.47,13.71,8.75,31.47,1.47,3.1,6.11,1.47,3.1,6.11,8.76,4.2,20.64,8.76,4.2,20.64,3.48,1.45,4.72,3.48,1.45,4.72,2926,3478,725,2926,3478,725,0.4091,0.1818,0.3077,0.4091,0.1818,0.3077,35,90
67da17023136e1e6940cb3a8,2025alhu_qm19,6302,2220,48,6302,2220,48,1466,1615,1546,1466,1615,1546,17.24,37.94,27.78,17.24,37.94,27.78,4.37,6.62,5.26,4.37,6.62,5.26,11.22,30.33,20.03,11.22,30.33,20.03,1.64,0.99,2.49,1.64,0.99,2.49,2381,434,969,2381,434,969,0.4545,0.6429,0.3929,0.4545,0.6429,0.3929,98,97
67da17023136e1e6940cb3a9,2025alhu_qm2,2783,1038,3058,2783,1038,3058,1670,1532,1566,1670,1532,1566,46.47,25.79,30.78,46.47,25.79,30.78,11.8,6.29,5.36,11.8,6.29,5.36,25.51,17.01,21.68,25.51,17.01,21.68,9.16,2.49,3.73,9.16,2.49,3.73,210,1159,766,210,1159,766,0.8125,0.6154,0.6071,0.8125,0.6154,0.6071,97,63
67da17023136e1e6940cb3aa,2025alhu_qm20,3630,9410,3959,3630,9410,3959,1598,1536,1508,1598,1536,1508,35.39,26.33,22.51,35.39,26.33,22.51,8.39,7.22,3.23,8.39,7.22,3.23,22.18,13.64,16.77,22.18,13.64,16.77,4.82,5.47,2.51,4.82,5.47,2.51,531,1108,1509,531,1108,1509,0.7143,0.5455,0.2857,0.7143,0.5455,0.2857,99,58
67da17023136e1e6940cb3ab,2025alhu_qm21,3140,9590,8624,3140,9590,8624,1537,1431,1355,1537,1431,1355,26.54,13.31,5.43,26.54,13.31,5.43,2.27,0.54,1.26,2.27,0.54,1.26,22.8,10.81,1.08,22.8,10.81,1.08,1.47,1.95,3.08,1.47,1.95,3.08,1084,2972,3642,1084,2972,3642,0.5714,0.2727,0.1818,0.5714,0.2727,0.1818,43,109
67da17023136e1e6940cb3ac,2025alhu_qm22,2973,5005,144,2973,5005,144,1455,1442,1574,1455,1442,1574,15.92,14.52,31.94,15.92,14.52,31.94,2.35,3.75,4.44,2.35,3.75,4.44,11.85,6.65,20.08,11.85,6.65,20.08,1.72,4.12,7.42,1.72,4.12,7.42,2590,2799,692,2590,2799,692,0.3636,0.3636,0.5,0.3636,0.3636,0.5,76,126
67da17023136e1e6940cb3ad,2025alhu_qm23,7111,3058,34,7111,3058,34,1445,1566,1461,1445,1566,1461,14.79,30.78,16.67,14.79,30.78,16.67,3.24,5.36,2.19,3.24,5.36,2.19,10.79,21.68,10.52,10.79,21.68,10.52,0.76,3.73,3.95,0.76,3.73,3.95,2753,766,2480,2753,766,2480,0.4375,0.6071,0.6364,0.4375,0.6071,0.6364,47,43
67da17023136e1e6940cb3ae,2025alhu_qm24,7072,3843,4265,7072,3843,4265,1530,1415,1545,1530,1415,1545,25.47,11.61,27.72,25.47,11.61,27.72,4.43,1.44,6.74,4.43,1.44,6.74,13.86,6.72,19.34,13.86,6.72,19.34,7.18,3.45,1.64,7.18,3.45,1.64,1189,3198,974,1189,3198,974,0.4615,0.3636,0.375,0.4615,0.3636,0.375,30,38
67da17023136e1e6940cb3af,2025alhu_qm25,2502,3966,6302,2502,3966,6302,1525,1566,1466,1525,1566,1466,24.9,30.65,17.24,24.9,30.65,17.24,6.95,9.14,4.37,6.95,9.14,4.37,13.43,19.3,11.22,13.43,19.3,11.22,4.52,2.21,1.64,4.52,2.21,1.64,1240,774,2381,1240,774,2381,0.4615,0.5385,0.4545,0.4615,0.5385,0.4545,83,81
67da17023136e1e6940cb3b0,2025alhu_qm26,2338,6517,1038,2338,6517,1038,1782,1571,1532,1782,1571,1532,62.93,31.47,25.79,62.93,31.47,25.79,21.53,6.11,6.29,21.53,6.11,6.29,31.73,20.64,17.01,31.73,20.64,17.01,9.67,4.72,2.49,9.67,4.72,2.49,57,725,1159,57,725,1159,0.9412,0.3077,0.6154,0.9412,0.3077,0.6154,139,47
67da17023136e1e6940cb3b1,2025alhu_qm27,744,4020,9590,744,4020,9590,1426,1800,1431,1426,1800,1431,12.71,65.62,13.31,12.71,65.62,13.31,4.1,18.44,0.54,4.1,18.44,0.54,5.29,38.94,10.81,5.29,38.94,10.81,3.31,8.24,1.95,3.31,8.24,1.95,3043,38,2972,3043,38,2972,0.4,0.8235,0.2727,0.4,0.8235,0.2727,119,137
67da17023136e1e6940cb3b2,2025alhu_qm28,325,9410,5045,325,9410,5045,1661,1536,1480,1661,1536,1480,45.1,26.33,18.91,45.1,26.33,18.91,7.42,7.22,5.31,7.42,7.22,5.31,32.77,13.64,10.99,32.77,13.64,10.99,4.92,5.47,2.6,4.92,5.47,2.6,245,1108,1985,245,1108,1985,0.5333,0.5455,0.4583,0.5333,0.5455,0.4583,113,66
67da17023136e1e6940cb3b3,2025alhu_qm29,5005,2783,538,5005,2783,538,1442,1670,1462,1442,1670,1462,14.52,46.47,16.79,14.52,46.47,16.79,3.75,11.8,4.56,3.75,11.8,4.56,6.65,25.51,9.65,6.65,25.51,9.65,4.12,9.16,2.58,4.12,9.16,2.58,2799,210,2462,2799,210,2462,0.3636,0.8125,0.3636,0.3636,0.8125,0.3636,79,43
67da17023136e1e6940cb3b4,2025alhu_qm3,6517,3468,10011,6517,3468,10011,1571,1536,1500,1571,1536,1500,31.47,26.41,21.48,31.47,26.41,21.48,6.11,3.63,5.4,6.11,3.63,5.4,20.64,20.18,14.23,20.64,20.18,14.23,4.72,2.61,1.85,4.72,2.61,1.85,725,1097,1634,725,1097,1634,0.3077,0.6667,0.5882,0.3077,0.6667,0.5882,52,142
67da17023136e1e6940cb3b5,2025alhu_qm30,3843,7111,3140,3843,7111,3140,1415,1445,1537,1415,1445,1537,11.61,14.79,26.54,11.61,14.79,26.54,1.44,3.24,2.27,1.44,3.24,2.27,6.72,10.79,22.8,6.72,10.79,22.8,3.45,0.76,1.47,3.45,0.76,1.47,3198,2753,1084,3198,2753,1084,0.3636,0.4375,0.5714,0.3636,0.4375,0.5714,22,61
67da17023136e1e6940cb3b6,2025alhu_qm31,10011,6302,4601,10011,6302,4601,1500,1466,1427,1500,1466,1427,21.48,17.24,12.82,21.48,17.24,12.82,5.4,4.37,2.33,5.4,4.37,2.33,14.23,11.22,8.23,14.23,11.22,8.23,1.85,1.64,2.26,1.85,1.64,2.26,1634,2381,3033,1634,2381,3033,0.5882,0.4545,0.3636,0.5882,0.4545,0.3636,33,69
67da17023136e1e6940cb3b7,2025alhu_qm32,144,2338,3468,144,2338,3468,1574,1782,1536,1574,1782,1536,31.94,62.93,26.41,31.94,62.93,26.41,4.44,21.53,3.63,4.44,21.53,3.63,20.08,31.73,20.18,20.08,31.73,20.18,7.42,9.67,2.61,7.42,9.67,2.61,692,57,1097,692,57,1097,0.5,0.9412,0.6667,0.5,0.9412,0.6667,93,88
67da17023136e1e6940cb3b8,2025alhu_qm33,9590,325,6517,9590,325,6517,1431,1661,1571,1431,1661,1571,13.31,45.1,31.47,13.31,45.1,31.47,0.54,7.42,6.11,0.54,7.42,6.11,10.81,32.77,20.64,10.81,32.77,20.64,1.95,4.92,4.72,1.95,4.92,4.72,2972,245,725,2972,245,725,0.2727,0.5333,0.3077,0.2727,0.5333,0.3077,77,159
67da17023136e1e6940cb3b9,2025alhu_qm34,432,538,7428,432,538,7428,1435,1462,1612,1435,1462,1612,13.71,16.79,37.56,13.71,16.79,37.56,1.47,4.56,7.94,1.47,4.56,7.94,8.76,9.65,23.76,8.76,9.65,23.76,3.48,2.58,5.85,3.48,2.58,5.85,2926,2462,445,2926,2462,445,0.4091,0.3636,0.6875,0.4091,0.3636,0.6875,60,56
67da17023136e1e6940cb3ba,2025alhu_qm35,3959,7072,2502,3959,7072,2502,1508,1530,1525,1508,1530,1525,22.51,25.47,24.9,22.51,25.47,24.9,3.23,4.43,6.95,3.23,4.43,6.95,16.77,13.86,13.43,16.77,13.86,13.43,2.51,7.18,4.52,2.51,7.18,4.52,1509,1189,1240,1509,1189,1240,0.2857,0.4615,0.4615,0.2857,0.4615,0.4615,70,89
67da17023136e1e6940cb3bb,2025alhu_qm36,8624,3630,9097,8624,3630,9097,1355,1598,1402,1355,1598,1402,5.43,35.39,10.18,5.43,35.39,10.18,1.26,8.39,2.85,1.26,8.39,2.85,1.08,22.18,5.51,1.08,22.18,5.51,3.08,4.82,1.82,3.08,4.82,1.82,3642,531,3365,3642,531,3365,0.1818,0.7143,0.3182,0.1818,0.7143,0.3182,63,107
67da17023136e1e6940cb3bc,2025alhu_qm37,3843,5005,48,3843,5005,48,1415,1442,1546,1415,1442,1546,11.61,14.52,27.78,11.61,14.52,27.78,1.44,3.75,5.26,1.44,3.75,5.26,6.72,6.65,20.03,6.72,6.65,20.03,3.45,4.12,2.49,3.45,4.12,2.49,3198,2799,969,3198,2799,969,0.3636,0.3636,0.3929,0.3636,0.3636,0.3929,56,89
67da17023136e1e6940cb3bd,2025alhu_qm38,9590,34,2220,9590,34,2220,1431,1461,1615,1431,1461,1615,13.31,16.67,37.94,13.31,16.67,37.94,0.54,2.19,6.62,0.54,2.19,6.62,10.81,10.52,30.33,10.81,10.52,30.33,1.95,3.95,0.99,1.95,3.95,0.99,2972,2480,434,2972,2480,434,0.2727,0.6364,0.6429,0.2727,0.6364,0.6429,72,71
67da17023136e1e6940cb3be,2025alhu_qm39,1038,7428,7111,1038,7428,7111,1532,1612,1445,1532,1612,1445,25.79,37.56,14.79,25.79,37.56,14.79,6.29,7.94,3.24,6.29,7.94,3.24,17.01,23.76,10.79,17.01,23.76,10.79,2.49,5.85,0.76,2.49,5.85,0.76,1159,445,2753,1159,445,2753,0.6154,0.6875,0.4375,0.6154,0.6875,0.4375,87,192
67da17023136e1e6940cb3bf,2025alhu_qm4,4601,7111,2220,4601,7111,2220,1427,1445,1615,1427,1445,1615,12.82,14.79,37.94,12.82,14.79,37.94,2.33,3.24,6.62,2.33,3.24,6.62,8.23,10.79,30.33,8.23,10.79,30.33,2.26,0.76,0.99,2.26,0.76,0.99,3033,2753,434,3033,2753,434,0.3636,0.4375,0.6429,0.3636,0.4375,0.6429,61,46
67da17023136e1e6940cb3c0,2025alhu_qm40,3468,2973,3959,3468,2973,3959,1536,1455,1508,1536,1455,1508,26.41,15.92,22.51,26.41,15.92,22.51,3.63,2.35,3.23,3.63,2.35,3.23,20.18,11.85,16.77,20.18,11.85,16.77,2.61,1.72,2.51,2.61,1.72,2.51,1097,2590,1509,1097,2590,1509,0.6667,0.3636,0.2857,0.6667,0.3636,0.2857,74,65
67da17023136e1e6940cb3c1,2025alhu_qm41,6107,2783,2502,6107,2783,2502,1428,1670,1525,1428,1670,1525,13.02,46.47,24.9,13.02,46.47,24.9,5.76,11.8,6.95,5.76,11.8,6.95,4.81,25.51,13.43,4.81,25.51,13.43,2.44,9.16,4.52,2.44,9.16,4.52,3013,210,1240,3013,210,1240,0.3333,0.8125,0.4615,0.3333,0.8125,0.4615,86,42
67da17023136e1e6940cb3c2,2025alhu_qm42,3966,7725,3814,3966,7725,3814,1566,1371,1388,1566,1371,1388,30.65,7.03,8.75,30.65,7.03,8.75,9.14,4.81,3.1,9.14,4.81,3.1,19.3,3.41,4.2,19.3,3.41,4.2,2.21,-1.18,1.45,2.21,-1.18,1.45,774,3573,3478,774,3573,3478,0.5385,0.3333,0.1818,0.5385,0.3333,0.1818,72,117
67da17023136e1e6940cb3c3,2025alhu_qm43,3140,5125,7072,3140,5125,7072,1537,1459,1530,1537,1459,1530,26.54,16.38,25.47,26.54,16.38,25.47,2.27,3.9,4.43,2.27,3.9,4.43,22.8,11.21,13.86,22.8,11.21,13.86,1.47,1.28,7.18,1.47,1.28,7.18,1084,2518,1189,1084,2518,1189,0.5714,0.5455,0.4615,0.5714,0.5455,0.4615,58,52
67da17023136e1e6940cb3c4,2025alhu_qm44,3824,5045,9097,3824,5045,9097,1558,1480,1402,1558,1480,1402,29.6,18.91,10.18,29.6,18.91,10.18,5.51,5.31,2.85,5.51,5.31,2.85,18.54,10.99,5.51,18.54,10.99,5.51,5.55,2.6,1.82,5.55,2.6,1.82,839,1985,3365,839,1985,3365,0.4231,0.4583,0.3182,0.4231,0.4583,0.3182,71,71
67da17023136e1e6940cb3c5,2025alhu_qm45,1038,3468,2220,1038,3468,2220,1532,1536,1615,1532,1536,1615,25.79,26.41,37.94,25.79,26.41,37.94,6.29,3.63,6.62,6.29,3.63,6.62,17.01,20.18,30.33,17.01,20.18,30.33,2.49,2.61,0.99,2.49,2.61,0.99,1159,1097,434,1159,1097,434,0.6154,0.6667,0.6429,0.6154,0.6667,0.6429,116,68
67da17023136e1e6940cb3c6,2025alhu_qm46,3630,2502,3138,3630,2502,3138,1598,1525,1417,1598,1525,1417,35.39,24.9,11.81,35.39,24.9,11.81,8.39,6.95,3.11,8.39,6.95,3.11,22.18,13.43,7.55,22.18,13.43,7.55,4.82,4.52,1.14,4.82,4.52,1.14,531,1240,3169,531,1240,3169,0.7143,0.4615,0.4545,0.7143,0.4615,0.4545,93,71
67da17023136e1e6940cb3c7,2025alhu_qm47,7428,6302,2338,7428,6302,2338,1612,1466,1782,1612,1466,1782,37.56,17.24,62.93,37.56,17.24,62.93,7.94,4.37,21.53,7.94,4.37,21.53,23.76,11.22,31.73,23.76,11.22,31.73,5.85,1.64,9.67,5.85,1.64,9.67,445,2381,57,445,2381,57,0.6875,0.4545,0.9412,0.6875,0.4545,0.9412,129,39
