_id,key,red3_team,red2_team,red1_team,blue3_team,blue2_team,blue1_team,red3_epa,red2_epa,red1_epa,blue3_epa,blue2_epa,blue1_epa,red3_total_points,red2_total_points,red1_total_points,blue3_total_points,blue2_total_points,blue1_total_points,red3_auto_points,red2_auto_points,red1_auto_points,blue3_auto_points,blue2_auto_points,blue1_auto_points,red3_teleop_points,red2_teleop_points,red1_teleop_points,blue3_teleop_points,blue2_teleop_points,blue1_teleop_points,red3_endgame_points,red2_endgame_points,red1_endgame_points,blue3_endgame_points,blue2_endgame_points,blue1_endgame_points,red3_rank,red2_rank,red1_rank,blue3_rank,blue2_rank,blue1_rank,red3_winrate,red2_winrate,red1_winrate,blue3_winrate,blue2_winrate,blue1_winrate,blue_score,red_score
67da17033136e1e6940cb5b7,2025cala_qm11,4999,1452,968,4999,1452,968,1553,1439,1461,1553,1439,1461,29.14,14.32,16.84,29.14,14.32,16.84,4.88,4.26,4.23,4.88,4.26,4.23,19.3,7.2,8.63,19.3,7.2,8.63,4.96,2.87,3.97,4.96,2.87,3.97,901,2853,2469,901,2853,2469,0.4773,0.4,0.5,0.4773,0.4,0.5,61,36
67da17033136e1e6940cb5b8,2025cala_qm12,8861,5553,5124,8861,5553,5124,1433,1487,1525,1433,1487,1525,13.57,20.01,25.15,13.57,20.01,25.15,3.45,1.61,5.09,3.45,1.61,5.09,9.66,16.45,17.75,9.66,16.45,17.75,0.46,1.95,2.31,0.46,1.95,2.31,2961,1855,1238,2961,1855,1238,0.4,0.6,0.6667,0.4,0.6,0.6667,40,94
67da17033136e1e6940cb5b9,2025cala_qm13,980,9505,1759,980,9505,1759,1546,1410,1312,1546,1410,1312,28.26,11.1,1.37,28.26,11.1,1.37,2.97,3.25,1.84,2.97,3.25,1.84,21.18,7.95,-0.17,21.18,7.95,-0.17,4.12,-0.1,-0.3,4.12,-0.1,-0.3,961,3268,3709,961,3268,3709,0.5385,0.1,0.2,0.5385,0.1,0.2,37,98
67da17033136e1e6940cb5ba,2025cala_qm14,1515,5089,1159,1515,5089,1159,1505,1465,1400,1505,1465,1400,22.36,17.3,10.13,22.36,17.3,10.13,5.37,5.78,2.64,5.37,5.78,2.64,13.19,9.97,7.37,13.19,9.97,7.37,3.8,1.55,0.12,3.8,1.55,0.12,1552,2378,3384,1552,2378,3384,0.35,0.35,0.35,0.35,0.35,0.35,37,79
67da17033136e1e6940cb5bb,2025cala_qm15,1197,5669,5857,1197,5669,5857,1833,1447,1435,1833,1447,1435,71.7,15.18,13.91,71.7,15.18,13.91,21.08,2.12,4.41,21.08,2.12,4.41,42.48,11.89,6.35,42.48,11.89,6.35,8.15,1.17,3.16,8.15,1.17,3.16,21,2716,2925,21,2716,2925,0.9,0.3,0.4167,0.9,0.3,0.4167,109,119
67da17033136e1e6940cb5bc,2025cala_qm16,9615,10597,3882,9615,10597,3882,1484,1439,1604,1484,1439,1604,19.64,14.31,36.9,19.64,14.31,36.9,1.78,5.67,5.57,1.78,5.67,5.57,14.91,8.26,26.49,14.91,8.26,26.49,2.95,0.39,4.84,2.95,0.39,4.84,1909,2858,491,1909,2858,491,0.3,0.55,0.6154,0.3,0.55,0.6154,43,35
67da17033136e1e6940cb5bd,2025cala_qm17,599,10424,294,599,10424,294,1570,1494,1620,1570,1494,1620,31.76,20.81,39.28,31.76,20.81,39.28,7.98,5.59,5.53,7.98,5.59,5.53,21.78,13.09,30.1,21.78,13.09,30.1,1.99,2.12,3.65,1.99,2.12,3.65,739,1754,413,739,1754,413,0.6154,0.7,0.7333,0.6154,0.7,0.7333,61,29
67da17033136e1e6940cb5be,2025cala_qm18,5124,687,6220,5124,687,6220,1525,1524,1459,1525,1524,1459,25.15,24.88,16.56,25.15,24.88,16.56,5.09,6.43,3.3,5.09,6.43,3.3,17.75,15.59,12.01,17.75,15.59,12.01,2.31,2.87,1.26,2.31,2.87,1.26,1238,1258,2505,1238,1258,2505,0.6667,0.3,0.3,0.6667,0.3,0.3,41,54
67da17033136e1e6940cb5bf,2025cala_qm19,9408,2659,4964,9408,2659,4964,1793,1520,1442,1793,1520,1442,65.83,24.47,14.66,65.83,24.47,14.66,17.9,5.05,4.92,17.9,5.05,4.92,41.3,17.47,10.94,41.3,17.47,10.94,6.62,1.94,-1.2,6.62,1.94,-1.2,39,1318,2795,39,1318,2795,0.7742,0.5714,0.6,0.7742,0.5714,0.6,107,50
67da17033136e1e6940cb5c0,2025cala_qm2,980,5089,9615,980,5089,9615,1546,1465,1484,1546,1465,1484,28.26,17.3,19.64,28.26,17.3,19.64,2.97,5.78,1.78,2.97,5.78,1.78,21.18,9.97,14.91,21.18,9.97,14.91,4.12,1.55,2.95,4.12,1.55,2.95,961,2378,1909,961,2378,1909,0.5385,0.35,0.3,0.5385,0.35,0.3,55,116
67da17033136e1e6940cb5c1,2025cala_qm20,9505,1515,702,9505,1515,702,1410,1505,1654,1410,1505,1654,11.1,22.36,44.86,11.1,22.36,44.86,3.25,5.37,11.02,3.25,5.37,11.02,7.95,13.19,32.05,7.95,13.19,32.05,-0.1,3.8,1.78,-0.1,3.8,1.78,3268,1552,271,3268,1552,271,0.1,0.35,0.4815,0.1,0.35,0.4815,83,152
67da17033136e1e6940cb5c2,2025cala_qm21,1836,1148,1159,1836,1148,1159,1561,1611,1400,1561,1611,1400,30.35,37.89,10.13,30.35,37.89,10.13,3.87,5.95,2.64,3.87,5.95,2.64,25.57,27.53,7.37,25.57,27.53,7.37,0.91,4.41,0.12,0.91,4.41,0.12,826,454,3384,826,454,3384,0.4167,0.4615,0.35,0.4167,0.4615,0.35,86,90
67da17033136e1e6940cb5c3,2025cala_qm22,5857,3882,2584,5857,3882,2584,1435,1604,1599,1435,1604,1599,13.91,36.9,36.15,13.91,36.9,36.15,4.41,5.57,6,4.41,5.57,6,6.35,26.49,25.72,6.35,26.49,25.72,3.16,4.84,4.43,3.16,4.84,4.43,2925,491,525,2925,491,525,0.4167,0.6154,0.5,0.4167,0.6154,0.5,30,110
67da17033136e1e6940cb5c4,2025cala_qm23,7840,597,6305,7840,597,6305,1631,1539,1456,1631,1539,1456,40.98,27.1,16.21,40.98,27.1,16.21,7.58,7.86,4.13,7.58,7.86,4.13,27.42,16.87,10.22,27.42,16.87,10.22,5.98,2.37,1.86,5.98,2.37,1.86,359,1055,2549,359,1055,2549,0.6875,0.4167,0.2727,0.6875,0.4167,0.2727,88,92
67da17033136e1e6940cb5c5,2025cala_qm24,4322,4964,687,4322,4964,687,1656,1442,1524,1656,1442,1524,45.15,14.66,24.88,45.15,14.66,24.88,9.36,4.92,6.43,9.36,4.92,6.43,34.08,10.94,15.59,34.08,10.94,15.59,1.71,-1.2,2.87,1.71,-1.2,2.87,265,2795,1258,265,2795,1258,0.625,0.6,0.3,0.625,0.6,0.3,50,33
67da17033136e1e6940cb5c6,2025cala_qm25,10658,3759,1661,10658,3759,1661,1477,1546,1599,1477,1546,1599,18.69,28.17,36.2,18.69,28.17,36.2,3.93,4.55,10.17,3.93,4.55,10.17,13.61,23.48,24.57,13.61,23.48,24.57,1.14,0.14,1.45,1.14,0.14,1.45,2050,968,525,2050,968,525,0.4,0.5185,0.5556,0.4,0.5185,0.5556,94,50
67da17033136e1e6940cb5c7,2025cala_qm26,1836,6658,4470,1836,6658,4470,1561,1420,1544,1561,1420,1544,30.35,12.19,27.86,30.35,12.19,27.86,3.87,2.34,4.03,3.87,2.34,4.03,25.57,4.96,17.06,25.57,4.96,17.06,0.91,4.9,6.76,0.91,4.9,6.76,826,3138,994,826,3138,994,0.4167,0.5217,0.5385,0.4167,0.5217,0.5385,62,103
67da17033136e1e6940cb5c8,2025cala_qm27,5669,1515,1148,5669,1515,1148,1447,1505,1611,1447,1505,1611,15.18,22.36,37.89,15.18,22.36,37.89,2.12,5.37,5.95,2.12,5.37,5.95,11.89,13.19,27.53,11.89,13.19,27.53,1.17,3.8,4.41,1.17,3.8,4.41,2716,1552,454,2716,1552,454,0.3,0.35,0.4615,0.3,0.35,0.4615,81,90
67da17033136e1e6940cb5c9,2025cala_qm28,2584,9615,1452,2584,9615,1452,1599,1484,1439,1599,1484,1439,36.15,19.64,14.32,36.15,19.64,14.32,6,1.78,4.26,6,1.78,4.26,25.72,14.91,7.2,25.72,14.91,7.2,4.43,2.95,2.87,4.43,2.95,2.87,525,1909,2853,525,1909,2853,0.5,0.3,0.4,0.5,0.3,0.4,78,81
67da17033136e1e6940cb5ca,2025cala_qm29,294,4201,2659,294,4201,2659,1620,1617,1520,1620,1617,1520,39.28,38.93,24.47,39.28,38.93,24.47,5.53,8.02,5.05,5.53,8.02,5.05,30.1,25.37,17.47,30.1,25.37,17.47,3.65,5.55,1.94,3.65,5.55,1.94,413,420,1318,413,420,1318,0.7333,0.4815,0.5714,0.7333,0.4815,0.5714,72,29
67da17033136e1e6940cb5cb,2025cala_qm3,6305,1197,9408,6305,1197,9408,1456,1833,1793,1456,1833,1793,16.21,71.7,65.83,16.21,71.7,65.83,4.13,21.08,17.9,4.13,21.08,17.9,10.22,42.48,41.3,10.22,42.48,41.3,1.86,8.15,6.62,1.86,8.15,6.62,2549,21,39,2549,21,39,0.2727,0.9,0.7742,0.2727,0.9,0.7742,177,91
67da17033136e1e6940cb5cc,2025cala_qm30,1661,1197,4964,1661,1197,4964,1599,1833,1442,1599,1833,1442,36.2,71.7,14.66,36.2,71.7,14.66,10.17,21.08,4.92,10.17,21.08,4.92,24.57,42.48,10.94,24.57,42.48,10.94,1.45,8.15,-1.2,1.45,8.15,-1.2,525,21,2795,525,21,2795,0.5556,0.9,0.6,0.5556,0.9,0.6,114,94
67da17033136e1e6940cb5cd,2025cala_qm31,8898,9505,8861,8898,9505,8861,1286,1410,1433,1286,1410,1433,-1.16,11.1,13.57,-1.16,11.1,13.57,-0.81,3.25,3.45,-0.81,3.25,3.45,-0.37,7.95,9.66,-0.37,7.95,9.66,0.02,-0.1,0.46,0.02,-0.1,0.46,3712,3268,2961,3712,3268,2961,0,0.1,0.4,0,0.1,0.4,14,57
67da17033136e1e6940cb5ce,2025cala_qm32,6220,980,1148,6220,980,1148,1459,1546,1611,1459,1546,1611,16.56,28.26,37.89,16.56,28.26,37.89,3.3,2.97,5.95,3.3,2.97,5.95,12.01,21.18,27.53,12.01,21.18,27.53,1.26,4.12,4.41,1.26,4.12,4.41,2505,961,454,2505,961,454,0.3,0.5385,0.4615,0.3,0.5385,0.4615,82,108
67da17033136e1e6940cb5cf,2025cala_qm33,4470,2584,702,4470,2584,702,1544,1599,1654,1544,1599,1654,27.86,36.15,44.86,27.86,36.15,44.86,4.03,6,11.02,4.03,6,11.02,17.06,25.72,32.05,17.06,25.72,32.05,6.76,4.43,1.78,6.76,4.43,1.78,994,525,271,994,525,271,0.5385,0.5,0.4815,0.5385,0.5,0.4815,106,115
67da17033136e1e6940cb5d0,2025cala_qm34,4999,10597,1759,4999,10597,1759,1553,1439,1312,1553,1439,1312,29.14,14.31,1.37,29.14,14.31,1.37,4.88,5.67,1.84,4.88,5.67,1.84,19.3,8.26,-0.17,19.3,8.26,-0.17,4.96,0.39,-0.3,4.96,0.39,-0.3,901,2858,3709,901,2858,3709,0.4773,0.55,0.2,0.4773,0.55,0.2,35,76
67da17033136e1e6940cb5d1,2025cala_qm35,6658,1515,597,6658,1515,597,1420,1505,1539,1420,1505,1539,12.19,22.36,27.1,12.19,22.36,27.1,2.34,5.37,7.86,2.34,5.37,7.86,4.96,13.19,16.87,4.96,13.19,16.87,4.9,3.8,2.37,4.9,3.8,2.37,3138,1552,1055,3138,1552,1055,0.5217,0.35,0.4167,0.5217,0.35,0.4167,75,42
67da17033136e1e6940cb5d2,2025cala_qm36,8898,3759,5669,8898,3759,5669,1286,1546,1447,1286,1546,1447,-1.16,28.17,15.18,-1.16,28.17,15.18,-0.81,4.55,2.12,-0.81,4.55,2.12,-0.37,23.48,11.89,-0.37,23.48,11.89,0.02,0.14,1.17,0.02,0.14,1.17,3712,968,2716,3712,968,2716,0,0.5185,0.3,0,0.5185,0.3,42,121
67da17033136e1e6940cb5d3,2025cala_qm37,5124,10424,1661,5124,10424,1661,1525,1494,1599,1525,1494,1599,25.15,20.81,36.2,25.15,20.81,36.2,5.09,5.59,10.17,5.09,5.59,10.17,17.75,13.09,24.57,17.75,13.09,24.57,2.31,2.12,1.45,2.31,2.12,1.45,1238,1754,525,1238,1754,525,0.6667,0.7,0.5556,0.6667,0.7,0.5556,67,118
67da17033136e1e6940cb5d4,2025cala_qm38,9505,6904,4964,9505,6904,4964,1410,1384,1442,1410,1384,1442,11.1,8.43,14.66,11.1,8.43,14.66,3.25,1.88,4.92,3.25,1.88,4.92,7.95,4.75,10.94,7.95,4.75,10.94,-0.1,1.8,-1.2,-0.1,1.8,-1.2,3268,3510,2795,3268,3510,2795,0.1,0.3,0.6,0.1,0.3,0.6,10,259
67da17033136e1e6940cb5d5,2025cala_qm39,3882,6305,294,3882,6305,294,1604,1456,1620,1604,1456,1620,36.9,16.21,39.28,36.9,16.21,39.28,5.57,4.13,5.53,5.57,4.13,5.53,26.49,10.22,30.1,26.49,10.22,30.1,4.84,1.86,3.65,4.84,1.86,3.65,491,2549,413,491,2549,413,0.6154,0.2727,0.7333,0.6154,0.2727,0.7333,89,69
67da17033136e1e6940cb5d6,2025cala_qm4,968,6904,10658,968,6904,10658,1461,1384,1477,1461,1384,1477,16.84,8.43,18.69,16.84,8.43,18.69,4.23,1.88,3.93,4.23,1.88,3.93,8.63,4.75,13.61,8.63,4.75,13.61,3.97,1.8,1.14,3.97,1.8,1.14,2469,3510,2050,2469,3510,2050,0.5,0.3,0.4,0.5,0.3,0.4,30,76
67da17033136e1e6940cb5d7,2025cala_qm40,1159,968,8861,1159,968,8861,1400,1461,1433,1400,1461,1433,10.13,16.84,13.57,10.13,16.84,13.57,2.64,4.23,3.45,2.64,4.23,3.45,7.37,8.63,9.66,7.37,8.63,9.66,0.12,3.97,0.46,0.12,3.97,0.46,3384,2469,2961,3384,2469,2961,0.35,0.5,0.4,0.35,0.5,0.4,45,107
67da17033136e1e6940cb5d8,2025cala_qm41,4322,599,696,4322,599,696,1656,1570,1701,1656,1570,1701,45.15,31.76,51.96,45.15,31.76,51.96,9.36,7.98,10.28,9.36,7.98,10.28,34.08,21.78,37.21,34.08,21.78,37.21,1.71,1.99,4.47,1.71,1.99,4.47,265,739,156,265,739,156,0.625,0.6154,0.6538,0.625,0.6154,0.6538,147,101
67da17033136e1e6940cb5d9,2025cala_qm42,3759,2659,6658,3759,2659,6658,1546,1520,1420,1546,1520,1420,28.17,24.47,12.19,28.17,24.47,12.19,4.55,5.05,2.34,4.55,5.05,2.34,23.48,17.47,4.96,23.48,17.47,4.96,0.14,1.94,4.9,0.14,1.94,4.9,968,1318,3138,968,1318,3138,0.5185,0.5714,0.5217,0.5185,0.5714,0.5217,81,75
67da17033136e1e6940cb5da,2025cala_qm43,10658,1452,10597,10658,1452,10597,1477,1439,1439,1477,1439,1439,18.69,14.32,14.31,18.69,14.32,14.31,3.93,4.26,5.67,3.93,4.26,5.67,13.61,7.2,8.26,13.61,7.2,8.26,1.14,2.87,0.39,1.14,2.87,0.39,2050,2853,2858,2050,2853,2858,0.4,0.4,0.55,0.4,0.4,0.55,35,41
67da17033136e1e6940cb5db,2025cala_qm44,980,1661,5553,980,1661,5553,1546,1599,1487,1546,1599,1487,28.26,36.2,20.01,28.26,36.2,20.01,2.97,10.17,1.61,2.97,10.17,1.61,21.18,24.57,16.45,21.18,24.57,16.45,4.12,1.45,1.95,4.12,1.45,1.95,961,525,1855,961,525,1855,0.5385,0.5556,0.6,0.5385,0.5556,0.6,86,83
67da17033136e1e6940cb5dc,2025cala_qm45,10424,8861,3882,10424,8861,3882,1494,1433,1604,1494,1433,1604,20.81,13.57,36.9,20.81,13.57,36.9,5.59,3.45,5.57,5.59,3.45,5.57,13.09,9.66,26.49,13.09,9.66,26.49,2.12,0.46,4.84,2.12,0.46,4.84,1754,2961,491,1754,2961,491,0.7,0.4,0.6154,0.7,0.4,0.6154,78,33
67da17033136e1e6940cb5dd,2025cala_qm46,597,5857,9408,597,5857,9408,1539,1435,1793,1539,1435,1793,27.1,13.91,65.83,27.1,13.91,65.83,7.86,4.41,17.9,7.86,4.41,17.9,16.87,6.35,41.3,16.87,6.35,41.3,2.37,3.16,6.62,2.37,3.16,6.62,1055,2925,39,1055,2925,39,0.4167,0.4167,0.7742,0.4167,0.4167,0.7742,133,20
67da17033136e1e6940cb5de,2025cala_qm47,6904,2584,687,6904,2584,687,1384,1599,1524,1384,1599,1524,8.43,36.15,24.88,8.43,36.15,24.88,1.88,6,6.43,1.88,6,6.43,4.75,25.72,15.59,4.75,25.72,15.59,1.8,4.43,2.87,1.8,4.43,2.87,3510,525,1258,3510,525,1258,0.3,0.5,0.3,0.3,0.5,0.3,73,101
67da17033136e1e6940cb5df,2025cala_qm48,696,4999,5089,696,4999,5089,1701,1553,1465,1701,1553,1465,51.96,29.14,17.3,51.96,29.14,17.3,10.28,4.88,5.78,10.28,4.88,5.78,37.21,19.3,9.97,37.21,19.3,9.97,4.47,4.96,1.55,4.47,4.96,1.55,156,901,2378,156,901,2378,0.6538,0.4773,0.35,0.6538,0.4773,0.35,116,116
67da17033136e1e6940cb5e0,2025cala_qm49,4322,2659,1759,4322,2659,1759,1656,1520,1312,1656,1520,1312,45.15,24.47,1.37,45.15,24.47,1.37,9.36,5.05,1.84,9.36,5.05,1.84,34.08,17.47,-0.17,34.08,17.47,-0.17,1.71,1.94,-0.3,1.71,1.94,-0.3,265,1318,3709,265,1318,3709,0.625,0.5714,0.2,0.625,0.5714,0.2,55,82
67da17033136e1e6940cb5e1,2025cala_qm5,5857,10424,6220,5857,10424,6220,1435,1494,1459,1435,1494,1459,13.91,20.81,16.56,13.91,20.81,16.56,4.41,5.59,3.3,4.41,5.59,3.3,6.35,13.09,12.01,6.35,13.09,12.01,3.16,2.12,1.26,3.16,2.12,1.26,2925,1754,2505,2925,1754,2505,0.4167,0.7,0.3,0.4167,0.7,0.3,38,75
67da17033136e1e6940cb5e2,2025cala_qm50,1452,7840,6658,1452,7840,6658,1439,1631,1420,1439,1631,1420,14.32,40.98,12.19,14.32,40.98,12.19,4.26,7.58,2.34,4.26,7.58,2.34,7.2,27.42,4.96,7.2,27.42,4.96,2.87,5.98,4.9,2.87,5.98,4.9,2853,359,3138,2853,359,3138,0.4,0.6875,0.5217,0.4,0.6875,0.5217,87,66
67da17033136e1e6940cb5e3,2025cala_qm51,10424,8898,10658,10424,8898,10658,1494,1286,1477,1494,1286,1477,20.81,-1.16,18.69,20.81,-1.16,18.69,5.59,-0.81,3.93,5.59,-0.81,3.93,13.09,-0.37,13.61,13.09,-0.37,13.61,2.12,0.02,1.14,2.12,0.02,1.14,1754,3712,2050,1754,3712,2050,0.7,0,0.4,0.7,0,0.4,55,87
67da17033136e1e6940cb5e4,2025cala_qm52,294,9615,1661,294,9615,1661,1620,1484,1599,1620,1484,1599,39.28,19.64,36.2,39.28,19.64,36.2,5.53,1.78,10.17,5.53,1.78,10.17,30.1,14.91,24.57,30.1,14.91,24.57,3.65,2.95,1.45,3.65,2.95,1.45,413,1909,525,413,1909,525,0.7333,0.3,0.5556,0.7333,0.3,0.5556,108,83
67da17033136e1e6940cb5e5,2025cala_qm53,696,702,6904,696,702,6904,1701,1654,1384,1701,1654,1384,51.96,44.86,8.43,51.96,44.86,8.43,10.28,11.02,1.88,10.28,11.02,1.88,37.21,32.05,4.75,37.21,32.05,4.75,4.47,1.78,1.8,4.47,1.78,1.8,156,271,3510,156,271,3510,0.6538,0.4815,0.3,0.6538,0.4815,0.3,128,141
67da17033136e1e6940cb5e6,2025cala_qm54,6220,1759,6305,6220,1759,6305,1459,1312,1456,1459,1312,1456,16.56,1.37,16.21,16.56,1.37,16.21,3.3,1.84,4.13,3.3,1.84,4.13,12.01,-0.17,10.22,12.01,-0.17,10.22,1.26,-0.3,1.86,1.26,-0.3,1.86,2505,3709,2549,2505,3709,2549,0.3,0.2,0.2727,0.3,0.2,0.2727,28,82
67da17033136e1e6940cb5e7,2025cala_qm55,10597,5553,4322,10597,5553,4322,1439,1487,1656,1439,1487,1656,14.31,20.01,45.15,14.31,20.01,45.15,5.67,1.61,9.36,5.67,1.61,9.36,8.26,16.45,34.08,8.26,16.45,34.08,0.39,1.95,1.71,0.39,1.95,1.71,2858,1855,265,2858,1855,265,0.55,0.6,0.625,0.55,0.6,0.625,104,100
67da17033136e1e6940cb5e8,2025cala_qm56,1197,4999,2659,1197,4999,2659,1833,1553,1520,1833,1553,1520,71.7,29.14,24.47,71.7,29.14,24.47,21.08,4.88,5.05,21.08,4.88,5.05,42.48,19.3,17.47,42.48,19.3,17.47,8.15,4.96,1.94,8.15,4.96,1.94,21,901,1318,21,901,1318,0.9,0.4773,0.5714,0.9,0.4773,0.5714,154,94
67da17033136e1e6940cb5e9,2025cala_qm57,5089,4201,687,5089,4201,687,1465,1617,1524,1465,1617,1524,17.3,38.93,24.88,17.3,38.93,24.88,5.78,8.02,6.43,5.78,8.02,6.43,9.97,25.37,15.59,9.97,25.37,15.59,1.55,5.55,2.87,1.55,5.55,2.87,2378,420,1258,2378,420,1258,0.35,0.4815,0.3,0.35,0.4815,0.3,86,144
67da17033136e1e6940cb5ea,2025cala_qm58,2584,696,6658,2584,696,6658,1599,1701,1420,1599,1701,1420,36.15,51.96,12.19,36.15,51.96,12.19,6,10.28,2.34,6,10.28,2.34,25.72,37.21,4.96,25.72,37.21,4.96,4.43,4.47,4.9,4.43,4.47,4.9,525,156,3138,525,156,3138,0.5,0.6538,0.5217,0.5,0.6538,0.5217,114,144
67da17033136e1e6940cb5eb,2025cala_qm59,5669,968,1836,5669,968,1836,1447,1461,1561,1447,1461,1561,15.18,16.84,30.35,15.18,16.84,30.35,2.12,4.23,3.87,2.12,4.23,3.87,11.89,8.63,25.57,11.89,8.63,25.57,1.17,3.97,0.91,1.17,3.97,0.91,2716,2469,826,2716,2469,826,0.3,0.5,0.4167,0.3,0.5,0.4167,68,34
67da17033136e1e6940cb5ec,2025cala_qm6,5553,8898,2659,5553,8898,2659,1487,1286,1520,1487,1286,1520,20.01,-1.16,24.47,20.01,-1.16,24.47,1.61,-0.81,5.05,1.61,-0.81,5.05,16.45,-0.37,17.47,16.45,-0.37,17.47,1.95,0.02,1.94,1.95,0.02,1.94,1855,3712,1318,1855,3712,1318,0.6,0,0.5714,0.6,0,0.5714,21,115
67da17033136e1e6940cb5ed,2025cala_qm60,1759,8898,5124,1759,8898,5124,1312,1286,1525,1312,1286,1525,1.37,-1.16,25.15,1.37,-1.16,25.15,1.84,-0.81,5.09,1.84,-0.81,5.09,-0.17,-0.37,17.75,-0.17,-0.37,17.75,-0.3,0.02,2.31,-0.3,0.02,2.31,3709,3712,1238,3709,3712,1238,0.2,0,0.6667,0.2,0,0.6667,36,93
67da17033136e1e6940cb5ee,2025cala_qm61,3759,294,6220,3759,294,6220,1546,1620,1459,1546,1620,1459,28.17,39.28,16.56,28.17,39.28,16.56,4.55,5.53,3.3,4.55,5.53,3.3,23.48,30.1,12.01,23.48,30.1,12.01,0.14,3.65,1.26,0.14,3.65,1.26,968,413,2505,968,413,2505,0.5185,0.7333,0.3,0.5185,0.7333,0.3,100,149
67da17033136e1e6940cb5ef,2025cala_qm62,10658,5553,4201,10658,5553,4201,1477,1487,1617,1477,1487,1617,18.69,20.01,38.93,18.69,20.01,38.93,3.93,1.61,8.02,3.93,1.61,8.02,13.61,16.45,25.37,13.61,16.45,25.37,1.14,1.95,5.55,1.14,1.95,5.55,2050,1855,420,2050,1855,420,0.4,0.6,0.4815,0.4,0.6,0.4815,71,78
67da17033136e1e6940cb5f0,2025cala_qm63,10597,702,599,10597,702,599,1439,1654,1570,1439,1654,1570,14.31,44.86,31.76,14.31,44.86,31.76,5.67,11.02,7.98,5.67,11.02,7.98,8.26,32.05,21.78,8.26,32.05,21.78,0.39,1.78,1.99,0.39,1.78,1.99,2858,271,739,2858,271,739,0.55,0.4815,0.6154,0.55,0.4815,0.6154,86,56
67da17033136e1e6940cb5f1,2025cala_qm64,687,1159,4999,687,1159,4999,1524,1400,1553,1524,1400,1553,24.88,10.13,29.14,24.88,10.13,29.14,6.43,2.64,4.88,6.43,2.64,4.88,15.59,7.37,19.3,15.59,7.37,19.3,2.87,0.12,4.96,2.87,0.12,4.96,1258,3384,901,1258,3384,901,0.3,0.35,0.4773,0.3,0.35,0.4773,72,151
67da17033136e1e6940cb5f2,2025cala_qm65,1759,8861,6904,1759,8861,6904,1312,1433,1384,1312,1433,1384,1.37,13.57,8.43,1.37,13.57,8.43,1.84,3.45,1.88,1.84,3.45,1.88,-0.17,9.66,4.75,-0.17,9.66,4.75,-0.3,0.46,1.8,-0.3,0.46,1.8,3709,2961,3510,3709,2961,3510,0.2,0.4,0.3,0.2,0.4,0.3,16,81
67da17033136e1e6940cb5f3,2025cala_qm66,4964,8898,1515,4964,8898,1515,1442,1286,1505,1442,1286,1505,14.66,-1.16,22.36,14.66,-1.16,22.36,4.92,-0.81,5.37,4.92,-0.81,5.37,10.94,-0.37,13.19,10.94,-0.37,13.19,-1.2,0.02,3.8,-1.2,0.02,3.8,2795,3712,1552,2795,3712,1552,0.6,0,0.35,0.6,0,0.35,28,83
67da17033136e1e6940cb5f4,2025cala_qm67,696,3882,7840,696,3882,7840,1701,1604,1631,1701,1604,1631,51.96,36.9,40.98,51.96,36.9,40.98,10.28,5.57,7.58,10.28,5.57,7.58,37.21,26.49,27.42,37.21,26.49,27.42,4.47,4.84,5.98,4.47,4.84,5.98,156,491,359,156,491,359,0.6538,0.6154,0.6875,0.6538,0.6154,0.6875,123,40
67da17033136e1e6940cb5f5,2025cala_qm68,968,599,597,968,599,597,1461,1570,1539,1461,1570,1539,16.84,31.76,27.1,16.84,31.76,27.1,4.23,7.98,7.86,4.23,7.98,7.86,8.63,21.78,16.87,8.63,21.78,16.87,3.97,1.99,2.37,3.97,1.99,2.37,2469,739,1055,2469,739,1055,0.5,0.6154,0.4167,0.5,0.6154,0.4167,57,70
67da17033136e1e6940cb5f6,2025cala_qm69,4201,1836,5124,4201,1836,5124,1617,1561,1525,1617,1561,1525,38.93,30.35,25.15,38.93,30.35,25.15,8.02,3.87,5.09,8.02,3.87,5.09,25.37,25.57,17.75,25.37,25.57,17.75,5.55,0.91,2.31,5.55,0.91,2.31,420,826,1238,420,826,1238,0.4815,0.4167,0.6667,0.4815,0.4167,0.6667,133,113
67da17033136e1e6940cb5f7,2025cala_qm7,4470,5669,9505,4470,5669,9505,1544,1447,1410,1544,1447,1410,27.86,15.18,11.1,27.86,15.18,11.1,4.03,2.12,3.25,4.03,2.12,3.25,17.06,11.89,7.95,17.06,11.89,7.95,6.76,1.17,-0.1,6.76,1.17,-0.1,994,2716,3268,994,2716,3268,0.5385,0.3,0.1,0.5385,0.3,0.1,55,87
67da17033136e1e6940cb5f8,2025cala_qm70,294,702,1197,294,702,1197,1620,1654,1833,1620,1654,1833,39.28,44.86,71.7,39.28,44.86,71.7,5.53,11.02,21.08,5.53,11.02,21.08,30.1,32.05,42.48,30.1,32.05,42.48,3.65,1.78,8.15,3.65,1.78,8.15,413,271,21,413,271,21,0.7333,0.4815,0.9,0.7333,0.4815,0.9,211,100
67da17033136e1e6940cb5f9,2025cala_qm71,1452,5857,5089,1452,5857,5089,1439,1435,1465,1439,1435,1465,14.32,13.91,17.3,14.32,13.91,17.3,4.26,4.41,5.78,4.26,4.41,5.78,7.2,6.35,9.97,7.2,6.35,9.97,2.87,3.16,1.55,2.87,3.16,1.55,2853,2925,2378,2853,2925,2378,0.4,0.4167,0.35,0.4,0.4167,0.35,37,30
