red3_epa,red2_epa,red1_epa,blue3_epa,blue2_epa,blue1_epa,red3_total_points,red2_total_points,red1_total_points,blue3_total_points,blue2_total_points,blue1_total_points,red3_auto_points,red2_auto_points,red1_auto_points,blue3_auto_points,blue2_auto_points,blue1_auto_points,red3_teleop_points,red2_teleop_points,red1_teleop_points,blue3_teleop_points,blue2_teleop_points,blue1_teleop_points,red3_endgame_points,red2_endgame_points,red1_endgame_points,blue3_endgame_points,blue2_endgame_points,blue1_endgame_points,red3_rank,red2_rank,red1_rank,blue3_rank,blue2_rank,blue1_rank,red3_winrate,red2_winrate,red1_winrate,blue3_winrate,blue2_winrate,blue1_winrate,blue_score,red_score
1613,1574,1492,1613,1574,1492,38.24,32.3,20.55,38.24,32.3,20.55,9.7,8.57,5.04,9.7,8.57,5.04,21.8,21.64,14.24,21.8,21.64,14.24,6.73,2.09,1.27,6.73,2.09,1.27,442,695,1794,442,695,1794,0.5588,0.5,0.4643,0.5588,0.5,0.4643,105,131
1444,1624,1510,1444,1624,1510,14.86,39.86,22.99,14.86,39.86,22.99,0.03,5.25,3.18,0.03,5.25,3.18,13.61,33.83,18.95,13.61,33.83,18.95,1.22,0.78,0.86,1.22,0.78,0.86,2759,395,1476,2759,395,1476,0.3571,0.7647,0.3,0.3571,0.7647,0.3,70,92
1436,1444,1432,1436,1444,1432,13.93,14.86,13.5,13.93,14.86,13.5,2.85,0.03,1.62,2.85,0.03,1.62,9.51,13.61,11.2,9.51,13.61,11.2,1.56,1.22,0.68,1.56,1.22,0.68,2918,2759,2975,2918,2759,2975,0.4118,0.3571,0.4483,0.4118,0.3571,0.4483,17,64
1492,1455,1421,1492,1455,1421,20.55,16.12,12.28,20.55,16.12,12.28,5.04,2.95,2.18,5.04,2.95,2.18,14.24,12.83,9.89,14.24,12.83,9.89,1.27,0.33,0.22,1.27,0.33,0.22,1794,2571,3121,1794,2571,3121,0.4643,0.3077,0.5294,0.4643,0.3077,0.5294,58,138
1519,1613,1574,1519,1613,1574,24.28,38.24,32.3,24.28,38.24,32.3,6.21,9.7,8.57,6.21,9.7,8.57,16.42,21.8,21.64,16.42,21.8,21.64,1.65,6.73,2.09,1.65,6.73,2.09,1330,442,695,1330,442,695,0.6,0.5588,0.5,0.6,0.5588,0.5,128,107
1440,1472,1436,1440,1472,1436,14.35,18.09,13.93,14.35,18.09,13.93,5.02,3.75,2.85,5.02,3.75,2.85,8.56,11.25,9.51,8.56,11.25,9.51,0.77,3.08,1.56,0.77,3.08,1.56,2850,2137,2918,2850,2137,2918,0.4828,0.5556,0.4118,0.4828,0.5556,0.4118,37,119
1421,1624,1574,1421,1624,1574,12.28,39.86,32.3,12.28,39.86,32.3,2.18,5.25,8.57,2.18,5.25,8.57,9.89,33.83,21.64,9.89,33.83,21.64,0.22,0.78,2.09,0.22,0.78,2.09,3121,395,695,3121,395,695,0.5294,0.7647,0.5,0.5294,0.7647,0.5,73,38
1472,1492,1436,1472,1492,1436,18.09,20.55,13.93,18.09,20.55,13.93,3.75,5.04,2.85,3.75,5.04,2.85,11.25,14.24,9.51,11.25,14.24,9.51,3.08,1.27,1.56,3.08,1.27,1.56,2137,1794,2918,2137,1794,2918,0.5556,0.4643,0.4118,0.5556,0.4643,0.4118,54,131
1565,1548,1519,1565,1548,1519,30.88,28.36,24.28,30.88,28.36,24.28,3.78,3.51,6.21,3.78,3.51,6.21,24.44,16.56,16.42,24.44,16.56,16.42,2.66,8.3,1.65,2.66,8.3,1.65,783,942,1330,783,942,1330,0.3333,0.4375,0.6,0.3333,0.4375,0.6,76,79
1540,1613,1510,1540,1613,1510,27.16,38.24,22.99,27.16,38.24,22.99,4.5,9.7,3.18,4.5,9.7,3.18,20.29,21.8,18.95,20.29,21.8,18.95,2.37,6.73,0.86,2.37,6.73,0.86,1046,442,1476,1046,442,1476,0.4839,0.5588,0.3,0.4839,0.5588,0.3,84,130
1421,1548,1436,1421,1548,1436,12.28,28.36,13.93,12.28,28.36,13.93,2.18,3.51,2.85,2.18,3.51,2.85,9.89,16.56,9.51,9.89,16.56,9.51,0.22,8.3,1.56,0.22,8.3,1.56,3121,942,2918,3121,942,2918,0.5294,0.4375,0.4118,0.5294,0.4375,0.4118,37,108
1492,1565,1613,1492,1565,1613,20.55,30.88,38.15,20.55,30.88,38.15,5.04,3.78,10.37,5.04,3.78,10.37,14.24,24.44,25.95,14.24,24.44,25.95,1.27,2.66,1.82,1.27,2.66,1.82,1794,783,446,1794,783,446,0.4643,0.3333,0.7188,0.4643,0.3333,0.7188,107,91
1519,1502,1853,1519,1502,1853,24.28,21.84,74.34,24.28,21.84,74.34,6.21,4.24,17.72,6.21,4.24,17.72,16.42,15.91,51.4,16.42,15.91,51.4,1.65,1.7,5.22,1.65,1.7,5.22,1330,1610,13,1330,1610,13,0.6,0.2857,1.0,0.6,0.2857,1.0,157,101
1574,1510,1472,1574,1510,1472,32.3,22.99,18.09,32.3,22.99,18.09,8.57,3.18,3.75,8.57,3.18,3.75,21.64,18.95,11.25,21.64,18.95,11.25,2.09,0.86,3.08,2.09,0.86,3.08,695,1476,2137,695,1476,2137,0.5,0.3,0.5556,0.5,0.3,0.5556,79,119
1613,1472,1444,1613,1472,1444,38.24,18.09,14.86,38.24,18.09,14.86,9.7,3.75,0.03,9.7,3.75,0.03,21.8,11.25,13.61,21.8,11.25,13.61,6.73,3.08,1.22,6.73,3.08,1.22,442,2137,2759,442,2137,2759,0.5588,0.5556,0.3571,0.5588,0.5556,0.3571,75,63
1853,1540,1440,1853,1540,1440,74.34,27.16,14.35,74.34,27.16,14.35,17.72,4.5,5.02,17.72,4.5,5.02,51.4,20.29,8.56,51.4,20.29,8.56,5.22,2.37,0.77,5.22,2.37,0.77,13,1046,2850,13,1046,2850,1.0,0.4839,0.4828,1.0,0.4839,0.4828,127,88
1455,1519,1643,1455,1519,1643,16.12,24.28,42.85,16.12,24.28,42.85,2.95,6.21,7.29,2.95,6.21,7.29,12.83,16.42,34.37,12.83,16.42,34.37,0.33,1.65,1.19,0.33,1.65,1.19,2571,1330,308,2571,1330,308,0.3077,0.6,0.6875,0.3077,0.6,0.6875,104,54
1495,1613,1565,1495,1613,1565,20.99,38.24,30.88,20.99,38.24,30.88,1.1,9.7,3.78,1.1,9.7,3.78,15.02,21.8,24.44,15.02,21.8,24.44,4.88,6.73,2.66,4.88,6.73,2.66,1728,442,783,1728,442,783,0.2857,0.5588,0.3333,0.2857,0.5588,0.3333,96,133
1444,1540,1421,1444,1540,1421,14.86,27.16,12.28,14.86,27.16,12.28,0.03,4.5,2.18,0.03,4.5,2.18,13.61,20.29,9.89,13.61,20.29,9.89,1.22,2.37,0.22,1.22,2.37,0.22,2759,1046,3121,2759,1046,3121,0.3571,0.4839,0.5294,0.3571,0.4839,0.5294,61,56
1853,1492,1624,1853,1492,1624,74.34,20.55,39.86,74.34,20.55,39.86,17.72,5.04,5.25,17.72,5.04,5.25,51.4,14.24,33.83,51.4,14.24,33.83,5.22,1.27,0.78,5.22,1.27,0.78,13,1794,395,13,1794,395,1.0,0.4643,0.7647,1.0,0.4643,0.7647,183,96
1436,1569,1565,1436,1569,1565,13.93,31.5,30.88,13.93,31.5,30.88,2.85,5.07,3.78,2.85,5.07,3.78,9.51,21.96,24.44,9.51,21.96,24.44,1.56,4.48,2.66,1.56,4.48,2.66,2918,750,783,2918,750,783,0.4118,0.4667,0.3333,0.4118,0.4667,0.3333,70,96
1455,1444,1495,1455,1444,1495,16.12,14.86,20.99,16.12,14.86,20.99,2.95,0.03,1.1,2.95,0.03,1.1,12.83,13.61,15.02,12.83,13.61,15.02,0.33,1.22,4.88,0.33,1.22,4.88,2571,2759,1728,2571,2759,1728,0.3077,0.3571,0.2857,0.3077,0.3571,0.2857,32,123
1574,1540,1432,1574,1540,1432,32.3,27.16,13.5,32.3,27.16,13.5,8.57,4.5,1.62,8.57,4.5,1.62,21.64,20.29,11.2,21.64,20.29,11.2,2.09,2.37,0.68,2.09,2.37,0.68,695,1046,2975,695,1046,2975,0.5,0.4839,0.4483,0.5,0.4839,0.4483,51,69
1624,1565,1502,1624,1565,1502,39.86,30.88,21.84,39.86,30.88,21.84,5.25,3.78,4.24,5.25,3.78,4.24,33.83,24.44,15.91,33.83,24.44,15.91,0.78,2.66,1.7,0.78,2.66,1.7,395,783,1610,395,783,1610,0.7647,0.3333,0.2857,0.7647,0.3333,0.2857,114,146
1540,1643,1565,1540,1643,1565,27.16,42.85,30.88,27.16,42.85,30.88,4.5,7.29,3.78,4.5,7.29,3.78,20.29,34.37,24.44,20.29,34.37,24.44,2.37,1.19,2.66,2.37,1.19,2.66,1046,308,783,1046,308,783,0.4839,0.6875,0.3333,0.4839,0.6875,0.3333,69,27
1569,1436,1519,1569,1436,1519,31.5,13.93,24.28,31.5,13.93,24.28,5.07,2.85,6.21,5.07,2.85,6.21,21.96,9.51,16.42,21.96,9.51,16.42,4.48,1.56,1.65,4.48,1.56,1.65,750,2918,1330,750,2918,1330,0.4667,0.4118,0.6,0.4667,0.4118,0.6,88,80
1574,1565,1495,1574,1565,1495,32.3,30.88,20.99,32.3,30.88,20.99,8.57,3.78,1.1,8.57,3.78,1.1,21.64,24.44,15.02,21.64,24.44,15.02,2.09,2.66,4.88,2.09,2.66,4.88,695,783,1728,695,783,1728,0.5,0.3333,0.2857,0.5,0.3333,0.2857,112,64
1624,1455,1540,1624,1455,1540,39.86,16.12,27.16,39.86,16.12,27.16,5.25,2.95,4.5,5.25,2.95,4.5,33.83,12.83,20.29,33.83,12.83,20.29,0.78,0.33,2.37,0.78,0.33,2.37,395,2571,1046,395,2571,1046,0.7647,0.3077,0.4839,0.7647,0.3077,0.4839,104,171
1519,1421,1495,1519,1421,1495,24.28,12.28,20.99,24.28,12.28,20.99,6.21,2.18,1.1,6.21,2.18,1.1,16.42,9.89,15.02,16.42,9.89,15.02,1.65,0.22,4.88,1.65,0.22,4.88,1330,3121,1728,1330,3121,1728,0.6,0.5294,0.2857,0.6,0.5294,0.2857,60,81
1510,1502,1436,1510,1502,1436,22.99,21.84,13.93,22.99,21.84,13.93,3.18,4.24,2.85,3.18,4.24,2.85,18.95,15.91,9.51,18.95,15.91,9.51,0.86,1.7,1.56,0.86,1.7,1.56,1476,1610,2918,1476,1610,2918,0.3,0.2857,0.4118,0.3,0.2857,0.4118,47,94
1613,1436,1624,1613,1436,1624,38.15,13.93,39.86,38.15,13.93,39.86,10.37,2.85,5.25,10.37,2.85,5.25,25.95,9.51,33.83,25.95,9.51,33.83,1.82,1.56,0.78,1.82,1.56,0.78,446,2918,395,446,2918,395,0.7188,0.4118,0.7647,0.7188,0.4118,0.7647,87,28
1495,1472,1548,1495,1472,1548,20.99,18.09,28.36,20.99,18.09,28.36,1.1,3.75,3.51,1.1,3.75,3.51,15.02,11.25,16.56,15.02,11.25,16.56,4.88,3.08,8.3,4.88,3.08,8.3,1728,2137,942,1728,2137,942,0.2857,0.5556,0.4375,0.2857,0.5556,0.4375,39,29
1565,1510,1455,1565,1510,1455,30.88,22.99,16.12,30.88,22.99,16.12,3.78,3.18,2.95,3.78,3.18,2.95,24.44,18.95,12.83,24.44,18.95,12.83,2.66,0.86,0.33,2.66,0.86,0.33,783,1476,2571,783,1476,2571,0.3333,0.3,0.3077,0.3333,0.3,0.3077,71,92
1569,1613,1853,1569,1613,1853,31.5,38.15,74.34,31.5,38.15,74.34,5.07,10.37,17.72,5.07,10.37,17.72,21.96,25.95,51.4,21.96,25.95,51.4,4.48,1.82,5.22,4.48,1.82,5.22,750,446,13,750,446,13,0.4667,0.7188,1.0,0.4667,0.7188,1.0,128,30
1540,1519,1472,1540,1519,1472,27.16,24.28,18.09,27.16,24.28,18.09,4.5,6.21,3.75,4.5,6.21,3.75,20.29,16.42,11.25,20.29,16.42,11.25,2.37,1.65,3.08,2.37,1.65,3.08,1046,1330,2137,1046,1330,2137,0.4839,0.6,0.5556,0.4839,0.6,0.5556,60,53
1440,1519,1569,1440,1519,1569,14.35,24.28,31.5,14.35,24.28,31.5,5.02,6.21,5.07,5.02,6.21,5.07,8.56,16.42,21.96,8.56,16.42,21.96,0.77,1.65,4.48,0.77,1.65,4.48,2850,1330,750,2850,1330,750,0.4828,0.6,0.4667,0.4828,0.6,0.4667,85,98
1472,1574,1613,1472,1574,1613,18.09,32.3,38.24,18.09,32.3,38.24,3.75,8.57,9.7,3.75,8.57,9.7,11.25,21.64,21.8,11.25,21.64,21.8,3.08,2.09,6.73,3.08,2.09,6.73,2137,695,442,2137,695,442,0.5556,0.5,0.5588,0.5556,0.5,0.5588,77,130
1432,1510,1548,1432,1510,1548,13.5,22.99,28.36,13.5,22.99,28.36,1.62,3.18,3.51,1.62,3.18,3.51,11.2,18.95,16.56,11.2,18.95,16.56,0.68,0.86,8.3,0.68,0.86,8.3,2975,1476,942,2975,1476,942,0.4483,0.3,0.4375,0.4483,0.3,0.4375,0,102
1436,1613,1643,1436,1613,1643,13.93,38.15,42.85,13.93,38.15,42.85,2.85,10.37,7.29,2.85,10.37,7.29,9.51,25.95,34.37,9.51,25.95,34.37,1.56,1.82,1.19,1.56,1.82,1.19,2918,446,308,2918,446,308,0.4118,0.7188,0.6875,0.4118,0.7188,0.6875,70,110
1472,1471,1471,1472,1471,1471,18.04,17.97,17.97,18.04,17.97,17.97,3.69,3.68,3.68,3.69,3.68,3.68,12.26,12.22,12.22,12.26,12.22,12.22,2.08,2.08,2.08,2.08,2.08,2.08,2161,2273,2274,2161,2273,2274,0.0,0.0,0.0,0.0,0.0,0.0,0,1
1540,1565,1502,1540,1565,1502,27.16,30.88,21.84,27.16,30.88,21.84,4.5,3.78,4.24,4.5,3.78,4.24,20.29,24.44,15.91,20.29,24.44,15.91,2.37,2.66,1.7,2.37,2.66,1.7,1046,783,1610,1046,783,1610,0.4839,0.3333,0.2857,0.4839,0.3333,0.2857,105,74
1444,1495,1492,1444,1495,1492,14.86,20.99,20.55,14.86,20.99,20.55,0.03,1.1,5.04,0.03,1.1,5.04,13.61,15.02,14.24,13.61,15.02,14.24,1.22,4.88,1.27,1.22,4.88,1.27,2759,1728,1794,2759,1728,1794,0.3571,0.2857,0.4643,0.3571,0.2857,0.4643,69,117
1432,1510,1548,1432,1510,1548,13.5,22.99,28.36,13.5,22.99,28.36,1.62,3.18,3.51,1.62,3.18,3.51,11.2,18.95,16.56,11.2,18.95,16.56,0.68,0.86,8.3,0.68,0.86,8.3,2975,1476,942,2975,1476,942,0.4483,0.3,0.4375,0.4483,0.3,0.4375,89,96
1440,1519,1569,1440,1519,1569,14.35,24.28,31.5,14.35,24.28,31.5,5.02,6.21,5.07,5.02,6.21,5.07,8.56,16.42,21.96,8.56,16.42,21.96,0.77,1.65,4.48,0.77,1.65,4.48,2850,1330,750,2850,1330,750,0.4828,0.6,0.4667,0.4828,0.6,0.4667,1,0
1432,1510,1548,1432,1510,1548,13.5,22.99,28.36,13.5,22.99,28.36,1.62,3.18,3.51,1.62,3.18,3.51,11.2,18.95,16.56,11.2,18.95,16.56,0.68,0.86,8.3,0.68,0.86,8.3,2975,1476,942,2975,1476,942,0.4483,0.3,0.4375,0.4483,0.3,0.4375,101,47
1540,1565,1455,1540,1565,1455,27.16,30.88,16.12,27.16,30.88,16.12,4.5,3.78,2.95,4.5,3.78,2.95,20.29,24.44,12.83,20.29,24.44,12.83,2.37,2.66,0.33,2.37,2.66,0.33,1046,783,2571,1046,783,2571,0.4839,0.3333,0.3077,0.4839,0.3333,0.3077,89,130
1472,1574,1613,1472,1574,1613,18.09,32.3,38.24,18.09,32.3,38.24,3.75,8.57,9.7,3.75,8.57,9.7,11.25,21.64,21.8,11.25,21.64,21.8,3.08,2.09,6.73,3.08,2.09,6.73,2137,695,442,2137,695,442,0.5556,0.5,0.5588,0.5556,0.5,0.5588,102,95
1432,1510,1548,1432,1510,1548,13.5,22.99,28.36,13.5,22.99,28.36,1.62,3.18,3.51,1.62,3.18,3.51,11.2,18.95,16.56,11.2,18.95,16.56,0.68,0.86,8.3,0.68,0.86,8.3,2975,1476,942,2975,1476,942,0.4483,0.3,0.4375,0.4483,0.3,0.4375,77,76
1597,1499,1580,1597,1499,1580,35.25,21.27,33.22,35.25,21.27,33.22,8.31,2.4,5.7,8.31,2.4,5.7,25.09,16.22,19.2,25.09,16.22,19.2,1.85,2.65,8.32,1.85,2.65,8.32,534,1656,657,534,1656,657,0.5,0.6111,0.5,0.5,0.6111,0.5,91,137
1597,1499,1580,1597,1499,1580,35.25,21.27,33.22,35.25,21.27,33.22,8.31,2.4,5.7,8.31,2.4,5.7,25.09,16.22,19.2,25.09,16.22,19.2,1.85,2.65,8.32,1.85,2.65,8.32,534,1656,657,534,1656,657,0.5,0.6111,0.5,0.5,0.6111,0.5,73,138
1585,1613,1513,1585,1613,1513,33.49,38.24,23.25,33.49,38.24,23.25,8.24,9.7,4.34,8.24,9.7,4.34,23.72,21.8,16.58,23.72,21.8,16.58,1.53,6.73,2.33,1.53,6.73,2.33,616,442,1415,616,442,1415,0.7333,0.5588,0.7333,0.7333,0.5588,0.7333,87,63
1540,1405,1451,1540,1405,1451,27.16,10.55,15.5,27.16,10.55,15.5,4.5,1.89,0.77,4.5,1.89,0.77,20.29,8.49,10.62,20.29,8.49,10.62,2.37,0.18,4.11,2.37,0.18,4.11,1046,3321,2649,1046,3321,2649,0.4839,0.4167,0.2857,0.4839,0.4167,0.2857,49,107
1445,1360,1541,1445,1360,1541,14.86,6.01,27.07,14.86,6.01,27.07,4.44,-0.67,7.81,4.44,-0.67,7.81,9.43,5.3,17.34,9.43,5.3,17.34,0.99,1.38,1.92,0.99,1.38,1.92,2738,3623,1034,2738,3623,1034,0.4118,0.2667,0.6471,0.4118,0.2667,0.6471,41,78
1435,1440,1511,1435,1440,1511,13.85,14.35,22.94,13.85,14.35,22.94,3.11,5.02,4.67,3.11,5.02,4.67,8.75,8.56,16.51,8.75,8.56,16.51,1.99,0.77,1.76,1.99,0.77,1.76,2934,2850,1456,2934,2850,1456,0.4074,0.4828,0.5,0.4074,0.4828,0.5,51,64
1643,1382,1557,1643,1382,1557,42.85,8.15,29.33,42.85,8.15,29.33,7.29,1.48,7.48,7.29,1.48,7.48,34.37,4.26,21.14,34.37,4.26,21.14,1.19,2.42,0.72,1.19,2.42,0.72,308,3527,856,308,3527,856,0.6875,0.1667,0.3571,0.6875,0.1667,0.3571,33,60
1580,1492,1431,1580,1492,1431,33.22,20.55,13.29,33.22,20.55,13.29,5.7,5.04,0.46,5.7,5.04,0.46,19.2,14.24,11.09,19.2,14.24,11.09,8.32,1.27,1.74,8.32,1.27,1.74,657,1794,2976,657,1794,2976,0.5,0.4643,0.3333,0.5,0.4643,0.3333,36,65
1675,1613,1510,1675,1613,1510,48.04,38.15,22.99,48.04,38.15,22.99,10.09,10.37,3.18,10.09,10.37,3.18,37.01,25.95,18.95,37.01,25.95,18.95,0.94,1.82,0.86,0.94,1.82,0.86,201,446,1476,201,446,1476,0.8235,0.7188,0.3,0.8235,0.7188,0.3,80,52
1511,1557,1499,1511,1557,1499,22.94,29.33,21.27,22.94,29.33,21.27,4.67,7.48,2.4,4.67,7.48,2.4,16.51,21.14,16.22,16.51,21.14,16.22,1.76,0.72,2.65,1.76,0.72,2.65,1456,856,1656,1456,856,1656,0.5,0.3571,0.6111,0.5,0.3571,0.6111,60,34
1466,1445,1382,1466,1445,1382,17.25,14.86,8.15,17.25,14.86,8.15,2.41,4.44,1.48,2.41,4.44,1.48,12.09,9.43,4.26,12.09,9.43,4.26,2.75,0.99,2.42,2.75,0.99,2.42,2377,2738,3527,2377,2738,3527,0.375,0.4118,0.1667,0.375,0.4118,0.1667,41,50
1492,1357,1643,1492,1357,1643,20.55,5.64,42.85,20.55,5.64,42.85,5.04,3.17,7.29,5.04,3.17,7.29,14.24,1.68,34.37,14.24,1.68,34.37,1.27,0.8,1.19,1.27,0.8,1.19,1794,3637,308,1794,3637,308,0.4643,0.3333,0.6875,0.4643,0.3333,0.6875,62,48
1510,1431,1553,1510,1431,1553,22.99,13.29,28.86,22.99,13.29,28.86,3.18,0.46,5.16,3.18,0.46,5.16,18.95,11.09,22.32,18.95,11.09,22.32,0.86,1.74,1.38,0.86,1.74,1.38,1476,2976,890,1476,2976,890,0.3,0.3333,0.6471,0.3,0.3333,0.6471,62,70
1357,1553,1435,1357,1553,1435,5.64,28.86,13.85,5.64,28.86,13.85,3.17,5.16,3.11,3.17,5.16,3.11,1.68,22.32,8.75,1.68,22.32,8.75,0.8,1.38,1.99,0.8,1.38,1.99,3637,890,2934,3637,890,2934,0.3333,0.6471,0.4074,0.3333,0.6471,0.4074,28,54
1664,1541,1585,1664,1541,1585,45.58,27.07,33.49,45.58,27.07,33.49,5.9,7.81,8.24,5.9,7.81,8.24,38.65,17.34,23.72,38.65,17.34,23.72,1.03,1.92,1.53,1.03,1.92,1.53,231,1034,616,231,1034,616,0.7059,0.6471,0.7333,0.7059,0.6471,0.7333,81,20
1511,1580,1597,1511,1580,1597,22.94,33.22,35.25,22.94,33.22,35.25,4.67,5.7,8.31,4.67,5.7,8.31,16.51,19.2,25.09,16.51,19.2,25.09,1.76,8.32,1.85,1.76,8.32,1.85,1456,657,534,1456,657,534,0.5,0.5,0.5,0.5,0.5,0.5,38,102
1431,1540,1382,1431,1540,1382,13.29,27.16,8.15,13.29,27.16,8.15,0.46,4.5,1.48,0.46,4.5,1.48,11.09,20.29,4.26,11.09,20.29,4.26,1.74,2.37,2.42,1.74,2.37,2.42,2976,1046,3527,2976,1046,3527,0.3333,0.4839,0.1667,0.3333,0.4839,0.1667,49,58
1451,1664,1513,1451,1664,1513,15.5,45.58,23.25,15.5,45.58,23.25,0.77,5.9,4.34,0.77,5.9,4.34,10.62,38.65,16.58,10.62,38.65,16.58,4.11,1.03,2.33,4.11,1.03,2.33,2649,231,1415,2649,231,1415,0.2857,0.7059,0.7333,0.2857,0.7059,0.7333,109,84
1613,1435,1499,1613,1435,1499,38.24,13.85,21.27,38.24,13.85,21.27,9.7,3.11,2.4,9.7,3.11,2.4,21.8,8.75,16.22,21.8,8.75,16.22,6.73,1.99,2.65,6.73,1.99,2.65,442,2934,1656,442,2934,1656,0.5588,0.4074,0.6111,0.5588,0.4074,0.6111,80,50
1613,1405,1445,1613,1405,1445,38.15,10.55,14.86,38.15,10.55,14.86,10.37,1.89,4.44,10.37,1.89,4.44,25.95,8.49,9.43,25.95,8.49,9.43,1.82,0.18,0.99,1.82,0.18,0.99,446,3321,2738,446,3321,2738,0.7188,0.4167,0.4118,0.7188,0.4167,0.4118,51,81
1597,1357,1440,1597,1357,1440,35.25,5.64,14.35,35.25,5.64,14.35,8.31,3.17,5.02,8.31,3.17,5.02,25.09,1.68,8.56,25.09,1.68,8.56,1.85,0.8,0.77,1.85,0.8,0.77,534,3637,2850,534,3637,2850,0.5,0.3333,0.4828,0.5,0.3333,0.4828,52,73
1466,1553,1664,1466,1553,1664,17.25,28.86,45.58,17.25,28.86,45.58,2.41,5.16,5.9,2.41,5.16,5.9,12.09,22.32,38.65,12.09,22.32,38.65,2.75,1.38,1.03,2.75,1.38,1.03,2377,890,231,2377,890,231,0.375,0.6471,0.7059,0.375,0.6471,0.7059,82,120
1643,1554,1451,1643,1554,1451,42.85,29.03,15.5,42.85,29.03,15.5,7.29,2.3,0.77,7.29,2.3,0.77,34.37,18.72,10.62,34.37,18.72,10.62,1.19,8.01,4.11,1.19,8.01,4.11,308,876,2649,308,876,2649,0.6875,0.625,0.2857,0.6875,0.625,0.2857,79,51
1613,1613,1432,1613,1613,1432,38.15,38.24,13.5,38.15,38.24,13.5,10.37,9.7,1.62,10.37,9.7,1.62,25.95,21.8,11.2,25.95,21.8,11.2,1.82,6.73,0.68,1.82,6.73,0.68,446,442,2975,446,442,2975,0.7188,0.5588,0.4483,0.7188,0.5588,0.4483,77,28
1405,1440,1554,1405,1440,1554,10.55,14.35,29.03,10.55,14.35,29.03,1.89,5.02,2.3,1.89,5.02,2.3,8.49,8.56,18.72,8.49,8.56,18.72,0.18,0.77,8.01,0.18,0.77,8.01,3321,2850,876,3321,2850,876,0.4167,0.4828,0.625,0.4167,0.4828,0.625,60,55
1405,1431,1585,1405,1431,1585,10.55,13.29,33.49,10.55,13.29,33.49,1.89,0.46,8.24,1.89,0.46,8.24,8.49,11.09,23.72,8.49,11.09,23.72,0.18,1.74,1.53,0.18,1.74,1.53,3321,2976,616,3321,2976,616,0.4167,0.3333,0.7333,0.4167,0.3333,0.7333,65,59
1492,1664,1643,1492,1664,1643,20.55,45.58,42.85,20.55,45.58,42.85,5.04,5.9,7.29,5.04,5.9,7.29,14.24,38.65,34.37,14.24,38.65,34.37,1.27,1.03,1.19,1.27,1.03,1.19,1794,231,308,1794,231,308,0.4643,0.7059,0.6875,0.4643,0.7059,0.6875,97,100
1541,1466,1580,1541,1466,1580,27.07,17.25,33.22,27.07,17.25,33.22,7.81,2.41,5.7,7.81,2.41,5.7,17.34,12.09,19.2,17.34,12.09,19.2,1.92,2.75,8.32,1.92,2.75,8.32,1034,2377,657,1034,2377,657,0.6471,0.375,0.5,0.6471,0.375,0.5,115,97
1432,1675,1597,1432,1675,1597,13.5,48.04,35.25,13.5,48.04,35.25,1.62,10.09,8.31,1.62,10.09,8.31,11.2,37.01,25.09,11.2,37.01,25.09,0.68,0.94,1.85,0.68,0.94,1.85,2975,201,534,2975,201,534,0.4483,0.8235,0.5,0.4483,0.8235,0.5,103,69
1398,1499,1451,1398,1499,1451,9.83,21.27,15.5,9.83,21.27,15.5,1.62,2.4,0.77,1.62,2.4,0.77,7.47,16.22,10.62,7.47,16.22,10.62,0.74,2.65,4.11,0.74,2.65,4.11,3394,1656,2649,3394,1656,2649,0.3333,0.6111,0.2857,0.3333,0.6111,0.2857,40,44
1440,1613,1553,1440,1613,1553,14.35,38.15,28.86,14.35,38.15,28.86,5.02,10.37,5.16,5.02,10.37,5.16,8.56,25.95,22.32,8.56,25.95,22.32,0.77,1.82,1.38,0.77,1.82,1.38,2850,446,890,2850,446,890,0.4828,0.7188,0.6471,0.4828,0.7188,0.6471,77,8
1580,1554,1613,1580,1554,1613,33.22,29.03,38.24,33.22,29.03,38.24,5.7,2.3,9.7,5.7,2.3,9.7,19.2,18.72,21.8,19.2,18.72,21.8,8.32,8.01,6.73,8.32,8.01,6.73,657,876,442,657,876,442,0.5,0.625,0.5588,0.5,0.625,0.5588,80,97
1597,1445,1431,1597,1445,1431,35.25,14.86,13.29,35.25,14.86,13.29,8.31,4.44,0.46,8.31,4.44,0.46,25.09,9.43,11.09,25.09,9.43,11.09,1.85,0.99,1.74,1.85,0.99,1.74,534,2738,2976,534,2738,2976,0.5,0.4118,0.3333,0.5,0.4118,0.3333,73,89
1440,1675,1492,1440,1675,1492,14.35,48.04,20.55,14.35,48.04,20.55,5.02,10.09,5.04,5.02,10.09,5.04,8.56,37.01,14.24,8.56,37.01,14.24,0.77,0.94,1.27,0.77,0.94,1.27,2850,201,1794,2850,201,1794,0.4828,0.8235,0.4643,0.4828,0.8235,0.4643,96,87
1360,1553,1511,1360,1553,1511,6.01,28.86,22.94,6.01,28.86,22.94,-0.67,5.16,4.67,-0.67,5.16,4.67,5.3,22.32,16.51,5.3,22.32,16.51,1.38,1.38,1.76,1.38,1.38,1.76,3623,890,1456,3623,890,1456,0.2667,0.6471,0.5,0.2667,0.6471,0.5,70,9
1398,1431,1466,1398,1431,1466,9.83,13.29,17.25,9.83,13.29,17.25,1.62,0.46,2.41,1.62,0.46,2.41,7.47,11.09,12.09,7.47,11.09,12.09,0.74,1.74,2.75,0.74,1.74,2.75,3394,2976,2377,3394,2976,2377,0.3333,0.3333,0.375,0.3333,0.3333,0.375,34,62
